,name,exchange,symbol,year,Name,Market Cap,Sector,Industry,Country
34889,NASDAQ_ALLK_2018.pdf,NASDAQ,ALLK,2018,Allakos Inc. Common Stock,416355115.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
34983,NASDAQ_ALLK_2019.pdf,NASDAQ,ALLK,2019,Allakos Inc. Common Stock,416355115.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
35127,NASDAQ_ALLK_2020.pdf,NASDAQ,ALLK,2020,Allakos Inc. Common Stock,416355115.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
35245,NASDAQ_ALLK_2021.pdf,NASDAQ,ALLK,2021,Allakos Inc. Common Stock,416355115.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
35352,NASDAQ_ALLO_2018.pdf,NASDAQ,ALLO,2018,Allogene Therapeutics Inc. Common Stock,770043754.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States
35591,NASDAQ_ALLO_2019.pdf,NASDAQ,ALLO,2019,Allogene Therapeutics Inc. Common Stock,770043754.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States
35756,NASDAQ_ALLO_2020.pdf,NASDAQ,ALLO,2020,Allogene Therapeutics Inc. Common Stock,770043754.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States
35962,NASDAQ_ALLO_2021.pdf,NASDAQ,ALLO,2021,Allogene Therapeutics Inc. Common Stock,770043754.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States
36087,NASDAQ_ALLT_2017.pdf,NASDAQ,ALLT,2017,Allot Ltd. Ordinary Shares,88566900.0,Telecommunications,Telecommunications Equipment,Israel
36185,NASDAQ_ALLT_2018.pdf,NASDAQ,ALLT,2018,Allot Ltd. Ordinary Shares,88566900.0,Telecommunications,Telecommunications Equipment,Israel
36281,NASDAQ_ALLT_2019.pdf,NASDAQ,ALLT,2019,Allot Ltd. Ordinary Shares,88566900.0,Telecommunications,Telecommunications Equipment,Israel
36383,NASDAQ_ALLT_2020.pdf,NASDAQ,ALLT,2020,Allot Ltd. Ordinary Shares,88566900.0,Telecommunications,Telecommunications Equipment,Israel
36489,NASDAQ_ALLT_2021.pdf,NASDAQ,ALLT,2021,Allot Ltd. Ordinary Shares,88566900.0,Telecommunications,Telecommunications Equipment,Israel
36593,NASDAQ_ALNA_2017.pdf,NASDAQ,ALNA,2017,Allena Pharmaceuticals,35523956.0,NoInfo,NoInfo,United States
36750,NASDAQ_ALNA_2018.pdf,NASDAQ,ALNA,2018,Allena Pharmaceuticals,35523956.0,NoInfo,NoInfo,United States
36871,NASDAQ_ALNA_2019.pdf,NASDAQ,ALNA,2019,Allena Pharmaceuticals,35523956.0,NoInfo,NoInfo,United States
37000,NASDAQ_ALNA_2020.pdf,NASDAQ,ALNA,2020,Allena Pharmaceuticals,35523956.0,NoInfo,NoInfo,United States
37140,NASDAQ_ALPN_2017.pdf,NASDAQ,ALPN,2017,Alpine Immune Sciences Inc. Common Stock,567915486.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
37318,NASDAQ_ALPN_2018.pdf,NASDAQ,ALPN,2018,Alpine Immune Sciences Inc. Common Stock,567915486.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
37424,NASDAQ_ALPN_2019.pdf,NASDAQ,ALPN,2019,Alpine Immune Sciences Inc. Common Stock,567915486.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
37533,NASDAQ_ALPN_2020.pdf,NASDAQ,ALPN,2020,Alpine Immune Sciences Inc. Common Stock,567915486.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
37667,NASDAQ_ALPN_2021.pdf,NASDAQ,ALPN,2021,Alpine Immune Sciences Inc. Common Stock,567915486.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
37849,NASDAQ_ALRM_2017.pdf,NASDAQ,ALRM,2017,Alarm.com Holdings Inc. Common Stock,2637003183.0,Technology,Computer Software: Prepackaged Software,United States
37946,NASDAQ_ALRM_2018.pdf,NASDAQ,ALRM,2018,Alarm.com Holdings Inc. Common Stock,2637003183.0,Technology,Computer Software: Prepackaged Software,United States
38047,NASDAQ_ALRM_2019.pdf,NASDAQ,ALRM,2019,Alarm.com Holdings Inc. Common Stock,2637003183.0,Technology,Computer Software: Prepackaged Software,United States
38159,NASDAQ_ALRM_2020.pdf,NASDAQ,ALRM,2020,Alarm.com Holdings Inc. Common Stock,2637003183.0,Technology,Computer Software: Prepackaged Software,United States
38269,NASDAQ_ALRM_2021.pdf,NASDAQ,ALRM,2021,Alarm.com Holdings Inc. Common Stock,2637003183.0,Technology,Computer Software: Prepackaged Software,United States
38394,NASDAQ_ALRN_2018.pdf,NASDAQ,ALRN,2018,Aileron Therapeutics Inc. Common Stock,8015160.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
38562,NASDAQ_ALRN_2019.pdf,NASDAQ,ALRN,2019,Aileron Therapeutics Inc. Common Stock,8015160.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
38696,NASDAQ_ALRN_2020.pdf,NASDAQ,ALRN,2020,Aileron Therapeutics Inc. Common Stock,8015160.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
38810,NASDAQ_ALRN_2021.pdf,NASDAQ,ALRN,2021,Aileron Therapeutics Inc. Common Stock,8015160.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
38924,NASDAQ_ALRS_2017.pdf,NASDAQ,ALRS,2017,Alerus Financial Corporation Common Stock,386085367.0,Finance,Major Banks,United States
38965,NASDAQ_ALRS_2018.pdf,NASDAQ,ALRS,2018,Alerus Financial Corporation Common Stock,386085367.0,Finance,Major Banks,United States
38973,NASDAQ_ALRS_2019.pdf,NASDAQ,ALRS,2019,Alerus Financial Corporation Common Stock,386085367.0,Finance,Major Banks,United States
39080,NASDAQ_ALRS_2020.pdf,NASDAQ,ALRS,2020,Alerus Financial Corporation Common Stock,386085367.0,Finance,Major Banks,United States
39197,NASDAQ_ALRS_2021.pdf,NASDAQ,ALRS,2021,Alerus Financial Corporation Common Stock,386085367.0,Finance,Major Banks,United States
39307,NASDAQ_ALSK_2017.pdf,NASDAQ,ALSK,2017,,,NoInfo,NoInfo,NoInfo
39392,NASDAQ_ALSK_2018.pdf,NASDAQ,ALSK,2018,,,NoInfo,NoInfo,NoInfo
39466,NASDAQ_ALSK_2019.pdf,NASDAQ,ALSK,2019,,,NoInfo,NoInfo,NoInfo
39533,NASDAQ_ALSK_2020.pdf,NASDAQ,ALSK,2020,,,NoInfo,NoInfo,NoInfo
39613,NASDAQ_ALTM_2017.pdf,NASDAQ,ALTM,2017,Altus Midstream,1103624704.0,NoInfo,NoInfo,United States
39695,NASDAQ_ALTM_2018.pdf,NASDAQ,ALTM,2018,Altus Midstream,1103624704.0,NoInfo,NoInfo,United States
39964,NASDAQ_ALTM_2019.pdf,NASDAQ,ALTM,2019,Altus Midstream,1103624704.0,NoInfo,NoInfo,United States
40061,NASDAQ_ALTR_2017.pdf,NASDAQ,ALTR,2017,Altair Engineering Inc. Class A Common Stock,5836860271.0,Technology,Computer Software: Prepackaged Software,United States
40144,NASDAQ_ALTR_2018.pdf,NASDAQ,ALTR,2018,Altair Engineering Inc. Class A Common Stock,5836860271.0,Technology,Computer Software: Prepackaged Software,United States
40238,NASDAQ_ALTR_2019.pdf,NASDAQ,ALTR,2019,Altair Engineering Inc. Class A Common Stock,5836860271.0,Technology,Computer Software: Prepackaged Software,United States
40336,NASDAQ_ALTR_2020.pdf,NASDAQ,ALTR,2020,Altair Engineering Inc. Class A Common Stock,5836860271.0,Technology,Computer Software: Prepackaged Software,United States
40425,NASDAQ_ALTR_2021.pdf,NASDAQ,ALTR,2021,Altair Engineering Inc. Class A Common Stock,5836860271.0,Technology,Computer Software: Prepackaged Software,United States
40511,NASDAQ_ALT_2017.pdf,NASDAQ,ALT,2017,Altimmune Inc. Common Stock,156749161.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
40630,NASDAQ_ALT_2018.pdf,NASDAQ,ALT,2018,Altimmune Inc. Common Stock,156749161.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
40753,NASDAQ_ALT_2019.pdf,NASDAQ,ALT,2019,Altimmune Inc. Common Stock,156749161.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
40882,NASDAQ_ALT_2020.pdf,NASDAQ,ALT,2020,Altimmune Inc. Common Stock,156749161.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
41025,NASDAQ_ALT_2021.pdf,NASDAQ,ALT,2021,Altimmune Inc. Common Stock,156749161.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
41163,NASDAQ_ALXN_2015.pdf,NASDAQ,ALXN,2015,,,NoInfo,NoInfo,NoInfo
41273,NASDAQ_ALXN_2016.pdf,NASDAQ,ALXN,2016,,,NoInfo,NoInfo,NoInfo
41409,NASDAQ_ALXN_2017.pdf,NASDAQ,ALXN,2017,,,NoInfo,NoInfo,NoInfo
41464,NASDAQ_ALXN_2018.PDF,NASDAQ,ALXN,2018,,,NoInfo,NoInfo,NoInfo
41597,NASDAQ_ALXN_2019.pdf,NASDAQ,ALXN,2019,,,NoInfo,NoInfo,NoInfo
41756,NASDAQ_ALYA_2019.pdf,NASDAQ,ALYA,2019,Alithya Group inc. Class A Subordinate Voting Shares,187520775.0,Technology,Computer Software: Programming Data Processing,Canada
41763,NASDAQ_ALYA_2020.pdf,NASDAQ,ALYA,2020,Alithya Group inc. Class A Subordinate Voting Shares,187520775.0,Technology,Computer Software: Programming Data Processing,Canada
41771,NASDAQ_ALYA_2021.pdf,NASDAQ,ALYA,2021,Alithya Group inc. Class A Subordinate Voting Shares,187520775.0,Technology,Computer Software: Programming Data Processing,Canada
41778,NASDAQ_AMAG_2016.pdf,NASDAQ,AMAG,2016,,,NoInfo,NoInfo,NoInfo
41966,NASDAQ_AMAG_2017.pdf,NASDAQ,AMAG,2017,,,NoInfo,NoInfo,NoInfo
42131,NASDAQ_AMAG_2018.pdf,NASDAQ,AMAG,2018,,,NoInfo,NoInfo,NoInfo
42293,NASDAQ_AMAG_2019.pdf,NASDAQ,AMAG,2019,,,NoInfo,NoInfo,NoInfo
42526,NASDAQ_AMAL_2019.pdf,NASDAQ,AMAL,2019,Amalgamated Financial Corp. Common Stock (DE),592645358.0,Finance,Commercial Banks,United States
42649,NASDAQ_AMAL_2020.pdf,NASDAQ,AMAL,2020,Amalgamated Financial Corp. Common Stock (DE),592645358.0,Finance,Commercial Banks,United States
42770,NASDAQ_AMAL_2021.pdf,NASDAQ,AMAL,2021,Amalgamated Financial Corp. Common Stock (DE),592645358.0,Finance,Commercial Banks,United States
42874,NASDAQ_AMAL_2022.pdf,NASDAQ,AMAL,2022,Amalgamated Financial Corp. Common Stock (DE),592645358.0,Finance,Commercial Banks,United States
42974,NASDAQ_AMAT_2019.pdf,NASDAQ,AMAT,2019,Applied Materials Inc. Common Stock,112559743507.0,Technology,Industrial Machinery/Components,United States
42987,NASDAQ_AMAT_2020.pdf,NASDAQ,AMAT,2020,Applied Materials Inc. Common Stock,112559743507.0,Technology,Industrial Machinery/Components,United States
43000,NASDAQ_AMAT_2021.pdf,NASDAQ,AMAT,2021,Applied Materials Inc. Common Stock,112559743507.0,Technology,Industrial Machinery/Components,United States
43074,NASDAQ_AMAT_2022.pdf,NASDAQ,AMAT,2022,Applied Materials Inc. Common Stock,112559743507.0,Technology,Industrial Machinery/Components,United States
43143,NASDAQ_AMBA_2019.pdf,NASDAQ,AMBA,2019,Ambarella Inc. Ordinary Shares,3160670497.0,Technology,Semiconductors,United States
43228,NASDAQ_AMBA_2020.pdf,NASDAQ,AMBA,2020,Ambarella Inc. Ordinary Shares,3160670497.0,Technology,Semiconductors,United States
43311,NASDAQ_AMBA_2021.pdf,NASDAQ,AMBA,2021,Ambarella Inc. Ordinary Shares,3160670497.0,Technology,Semiconductors,United States
43393,NASDAQ_AMBA_2022.pdf,NASDAQ,AMBA,2022,Ambarella Inc. Ordinary Shares,3160670497.0,Technology,Semiconductors,United States
43476,NASDAQ_AMBC_2019.pdf,NASDAQ,AMBC,2019,Ambac Financial Group Inc. Common Stock,628161118.0,Finance,Property-Casualty Insurers,United States
43636,NASDAQ_AMBC_2020.pdf,NASDAQ,AMBC,2020,Ambac Financial Group Inc. Common Stock,628161118.0,Finance,Property-Casualty Insurers,United States
43803,NASDAQ_AMBC_2021.pdf,NASDAQ,AMBC,2021,Ambac Financial Group Inc. Common Stock,628161118.0,Finance,Property-Casualty Insurers,United States
43970,NASDAQ_AMBC_2022.pdf,NASDAQ,AMBC,2022,Ambac Financial Group Inc. Common Stock,628161118.0,Finance,Property-Casualty Insurers,United States
44039,NASDAQ_AMCX_2019.pdf,NASDAQ,AMCX,2019,AMC Networks Inc. Class A Common Stock,582954498.0,Telecommunications,Cable & Other Pay Television Services,United States
44124,NASDAQ_AMCX_2020.pdf,NASDAQ,AMCX,2020,AMC Networks Inc. Class A Common Stock,582954498.0,Telecommunications,Cable & Other Pay Television Services,United States
44232,NASDAQ_AMCX_2021.pdf,NASDAQ,AMCX,2021,AMC Networks Inc. Class A Common Stock,582954498.0,Telecommunications,Cable & Other Pay Television Services,United States
44331,NASDAQ_AMCX_2022.pdf,NASDAQ,AMCX,2022,AMC Networks Inc. Class A Common Stock,582954498.0,Telecommunications,Cable & Other Pay Television Services,United States
44416,NASDAQ_AMD_2019.pdf,NASDAQ,AMD,2019,Advanced Micro Devices Inc. Common Stock,177542396168.0,Technology,Semiconductors,United States
44442,NASDAQ_AMD_2020.pdf,NASDAQ,AMD,2020,Advanced Micro Devices Inc. Common Stock,177542396168.0,Technology,Semiconductors,United States
44551,NASDAQ_AMD_2021.pdf,NASDAQ,AMD,2021,Advanced Micro Devices Inc. Common Stock,177542396168.0,Technology,Semiconductors,United States
44626,NASDAQ_AMD_2022.pdf,NASDAQ,AMD,2022,Advanced Micro Devices Inc. Common Stock,177542396168.0,Technology,Semiconductors,United States
44707,NASDAQ_AMED_2018.pdf,NASDAQ,AMED,2018,Amedisys Inc Common Stock,2975276875.0,Health Care,Medical/Nursing Services,United States
44791,NASDAQ_AMED_2019.pdf,NASDAQ,AMED,2019,Amedisys Inc Common Stock,2975276875.0,Health Care,Medical/Nursing Services,United States
44875,NASDAQ_AMED_2020.pdf,NASDAQ,AMED,2020,Amedisys Inc Common Stock,2975276875.0,Health Care,Medical/Nursing Services,United States
44902,NASDAQ_AMED_2021.pdf,NASDAQ,AMED,2021,Amedisys Inc Common Stock,2975276875.0,Health Care,Medical/Nursing Services,United States
44939,NASDAQ_AMEH_2017.pdf,NASDAQ,AMEH,2017,Apollo Medical Holdings Inc. Common Stock,1996888361.0,Consumer Discretionary,Professional Services,United States
45103,NASDAQ_AMEH_2018.pdf,NASDAQ,AMEH,2018,Apollo Medical Holdings Inc. Common Stock,1996888361.0,Consumer Discretionary,Professional Services,United States
45207,NASDAQ_AMEH_2019.pdf,NASDAQ,AMEH,2019,Apollo Medical Holdings Inc. Common Stock,1996888361.0,Consumer Discretionary,Professional Services,United States
45325,NASDAQ_AMEH_2020.pdf,NASDAQ,AMEH,2020,Apollo Medical Holdings Inc. Common Stock,1996888361.0,Consumer Discretionary,Professional Services,United States
45441,NASDAQ_AMEH_2021.pdf,NASDAQ,AMEH,2021,Apollo Medical Holdings Inc. Common Stock,1996888361.0,Consumer Discretionary,Professional Services,United States
45550,NASDAQ_AMGN_2019.pdf,NASDAQ,AMGN,2019,Amgen Inc. Common Stock,124620991519.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States
45662,NASDAQ_AMGN_2020.pdf,NASDAQ,AMGN,2020,Amgen Inc. Common Stock,124620991519.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States
45784,NASDAQ_AMGN_2021.pdf,NASDAQ,AMGN,2021,Amgen Inc. Common Stock,124620991519.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States
45910,NASDAQ_AMGN_2022.pdf,NASDAQ,AMGN,2022,Amgen Inc. Common Stock,124620991519.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States
46031,NASDAQ_AMKR_2018.pdf,NASDAQ,AMKR,2018,Amkor Technology Inc. Common Stock,6904960246.0,Technology,Semiconductors,United States
46094,NASDAQ_AMKR_2019.pdf,NASDAQ,AMKR,2019,Amkor Technology Inc. Common Stock,6904960246.0,Technology,Semiconductors,United States
46156,NASDAQ_AMKR_2020.pdf,NASDAQ,AMKR,2020,Amkor Technology Inc. Common Stock,6904960246.0,Technology,Semiconductors,United States
46221,NASDAQ_AMKR_2021.pdf,NASDAQ,AMKR,2021,Amkor Technology Inc. Common Stock,6904960246.0,Technology,Semiconductors,United States
46295,NASDAQ_AMNB_2019.pdf,NASDAQ,AMNB,2019,American National Bankshares Inc. Common Stock,339909265.0,Finance,Major Banks,United States
46301,NASDAQ_AMNB_2020.pdf,NASDAQ,AMNB,2020,American National Bankshares Inc. Common Stock,339909265.0,Finance,Major Banks,United States
46308,NASDAQ_AMNB_2021.pdf,NASDAQ,AMNB,2021,American National Bankshares Inc. Common Stock,339909265.0,Finance,Major Banks,United States
46312,NASDAQ_AMNB_2022.pdf,NASDAQ,AMNB,2022,American National Bankshares Inc. Common Stock,339909265.0,Finance,Major Banks,United States
46316,NASDAQ_AMPH_2018.pdf,NASDAQ,AMPH,2018,Amphastar Pharmaceuticals Inc. Common Stock,3053333157.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
46436,NASDAQ_AMPH_2019.pdf,NASDAQ,AMPH,2019,Amphastar Pharmaceuticals Inc. Common Stock,3053333157.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
46572,NASDAQ_AMPH_2020.pdf,NASDAQ,AMPH,2020,Amphastar Pharmaceuticals Inc. Common Stock,3053333157.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
46702,NASDAQ_AMPH_2021.pdf,NASDAQ,AMPH,2021,Amphastar Pharmaceuticals Inc. Common Stock,3053333157.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
46828,NASDAQ_AMRB_2016.pdf,NASDAQ,AMRB,2016,,,NoInfo,NoInfo,NoInfo
46872,NASDAQ_AMRB_2017.pdf,NASDAQ,AMRB,2017,,,NoInfo,NoInfo,NoInfo
46919,NASDAQ_AMRB_2018.pdf,NASDAQ,AMRB,2018,,,NoInfo,NoInfo,NoInfo
46963,NASDAQ_AMRB_2019.pdf,NASDAQ,AMRB,2019,,,NoInfo,NoInfo,NoInfo
47012,NASDAQ_AMRH_2016.pdf,NASDAQ,AMRH,2016,,,NoInfo,NoInfo,NoInfo
47068,NASDAQ_AMRH_2017.pdf,NASDAQ,AMRH,2017,,,NoInfo,NoInfo,NoInfo
47128,NASDAQ_AMRH_2018.pdf,NASDAQ,AMRH,2018,,,NoInfo,NoInfo,NoInfo
47187,NASDAQ_AMRK_2017.pdf,NASDAQ,AMRK,2017,A-Mark Precious Metals Inc. Common Stock,944613210.0,Industrials,Other Specialty Stores,United States
47264,NASDAQ_AMRK_2018.pdf,NASDAQ,AMRK,2018,A-Mark Precious Metals Inc. Common Stock,944613210.0,Industrials,Other Specialty Stores,United States
47339,NASDAQ_AMRK_2019.pdf,NASDAQ,AMRK,2019,A-Mark Precious Metals Inc. Common Stock,944613210.0,Industrials,Other Specialty Stores,United States
47414,NASDAQ_AMRK_2020.pdf,NASDAQ,AMRK,2020,A-Mark Precious Metals Inc. Common Stock,944613210.0,Industrials,Other Specialty Stores,United States
47495,NASDAQ_AMRK_2021.pdf,NASDAQ,AMRK,2021,A-Mark Precious Metals Inc. Common Stock,944613210.0,Industrials,Other Specialty Stores,United States
47588,NASDAQ_AMRN_2017.pdf,NASDAQ,AMRN,2017,Amarin Corporation plc,456609973.0,Health Care,Biotechnology: Pharmaceutical Preparations,Ireland
47808,NASDAQ_AMRN_2018.pdf,NASDAQ,AMRN,2018,Amarin Corporation plc,456609973.0,Health Care,Biotechnology: Pharmaceutical Preparations,Ireland
47996,NASDAQ_AMRN_2019.pdf,NASDAQ,AMRN,2019,Amarin Corporation plc,456609973.0,Health Care,Biotechnology: Pharmaceutical Preparations,Ireland
48148,NASDAQ_AMRN_2020.pdf,NASDAQ,AMRN,2020,Amarin Corporation plc,456609973.0,Health Care,Biotechnology: Pharmaceutical Preparations,Ireland
48305,NASDAQ_AMRN_2021.pdf,NASDAQ,AMRN,2021,Amarin Corporation plc,456609973.0,Health Care,Biotechnology: Pharmaceutical Preparations,Ireland
48534,NASDAQ_AMRS_2016.pdf,NASDAQ,AMRS,2016,Amyris Inc. Common Stock,356013855.0,Industrials,Major Chemicals,United States
48795,NASDAQ_AMRS_2017.pdf,NASDAQ,AMRS,2017,Amyris Inc. Common Stock,356013855.0,Industrials,Major Chemicals,United States
49063,NASDAQ_AMRS_2018.pdf,NASDAQ,AMRS,2018,Amyris Inc. Common Stock,356013855.0,Industrials,Major Chemicals,United States
49522,NASDAQ_AMRS_2019.pdf,NASDAQ,AMRS,2019,Amyris Inc. Common Stock,356013855.0,Industrials,Major Chemicals,United States
49675,NASDAQ_AMRS_2020.pdf,NASDAQ,AMRS,2020,Amyris Inc. Common Stock,356013855.0,Industrials,Major Chemicals,United States
49869,NASDAQ_AMSC_2019.pdf,NASDAQ,AMSC,2019,American Superconductor Corporation Common Stock,208943849.0,Consumer Discretionary,Metal Fabrications,United States
49947,NASDAQ_AMSC_2020.pdf,NASDAQ,AMSC,2020,American Superconductor Corporation Common Stock,208943849.0,Consumer Discretionary,Metal Fabrications,United States
50030,NASDAQ_AMSC_2021.pdf,NASDAQ,AMSC,2021,American Superconductor Corporation Common Stock,208943849.0,Consumer Discretionary,Metal Fabrications,United States
50109,NASDAQ_AMSC_2022.pdf,NASDAQ,AMSC,2022,American Superconductor Corporation Common Stock,208943849.0,Consumer Discretionary,Metal Fabrications,United States
50173,NASDAQ_AMSF_2019.pdf,NASDAQ,AMSF,2019,AMERISAFE Inc. Common Stock,1037825041.0,Finance,Property-Casualty Insurers,United States
50243,NASDAQ_AMSF_2020.pdf,NASDAQ,AMSF,2020,AMERISAFE Inc. Common Stock,1037825041.0,Finance,Property-Casualty Insurers,United States
50317,NASDAQ_AMSF_2021.pdf,NASDAQ,AMSF,2021,AMERISAFE Inc. Common Stock,1037825041.0,Finance,Property-Casualty Insurers,United States
50387,NASDAQ_AMSF_2022.pdf,NASDAQ,AMSF,2022,AMERISAFE Inc. Common Stock,1037825041.0,Finance,Property-Casualty Insurers,United States
50549,NASDAQ_AMSWA_2019.pdf,NASDAQ,AMSWA,2019,American Software Inc. Class A Common Stock,357381067.0,Technology,Computer Software: Prepackaged Software,United States
50617,NASDAQ_AMSWA_2020.pdf,NASDAQ,AMSWA,2020,American Software Inc. Class A Common Stock,357381067.0,Technology,Computer Software: Prepackaged Software,United States
50684,NASDAQ_AMSWA_2021.pdf,NASDAQ,AMSWA,2021,American Software Inc. Class A Common Stock,357381067.0,Technology,Computer Software: Prepackaged Software,United States
50749,NASDAQ_AMSWA_2022.pdf,NASDAQ,AMSWA,2022,American Software Inc. Class A Common Stock,357381067.0,Technology,Computer Software: Prepackaged Software,United States
50810,NASDAQ_AMTBB_2019.pdf,NASDAQ,AMTBB,2019,,,NoInfo,NoInfo,NoInfo
50949,NASDAQ_AMTBB_2020.pdf,NASDAQ,AMTBB,2020,,,NoInfo,NoInfo,NoInfo
51087,NASDAQ_AMTBB_2021.pdf,NASDAQ,AMTBB,2021,,,NoInfo,NoInfo,NoInfo
51148,NASDAQ_AMTX_2017.pdf,NASDAQ,AMTX,2017,Aemetis Inc. (DE) Common Stock,282510883.0,Industrials,Major Chemicals,United States
51221,NASDAQ_AMTX_2018.pdf,NASDAQ,AMTX,2018,Aemetis Inc. (DE) Common Stock,282510883.0,Industrials,Major Chemicals,United States
51297,NASDAQ_AMTX_2019.pdf,NASDAQ,AMTX,2019,Aemetis Inc. (DE) Common Stock,282510883.0,Industrials,Major Chemicals,United States
51372,NASDAQ_AMTX_2020.pdf,NASDAQ,AMTX,2020,Aemetis Inc. (DE) Common Stock,282510883.0,Industrials,Major Chemicals,United States
51464,NASDAQ_AMTX_2021.pdf,NASDAQ,AMTX,2021,Aemetis Inc. (DE) Common Stock,282510883.0,Industrials,Major Chemicals,United States
51553,NASDAQ_AMWD_2019.pdf,NASDAQ,AMWD,2019,American Woodmark Corporation Common Stock,1283579362.0,Basic Materials,Forest Products,United States
51606,NASDAQ_AMWD_2020.pdf,NASDAQ,AMWD,2020,American Woodmark Corporation Common Stock,1283579362.0,Basic Materials,Forest Products,United States
51657,NASDAQ_AMWD_2021.pdf,NASDAQ,AMWD,2021,American Woodmark Corporation Common Stock,1283579362.0,Basic Materials,Forest Products,United States
51705,NASDAQ_AMWD_2022.pdf,NASDAQ,AMWD,2022,American Woodmark Corporation Common Stock,1283579362.0,Basic Materials,Forest Products,United States
51718,NASDAQ_AMZN_2017.PDF,NASDAQ,AMZN,2017,Amazon.com Inc. Common Stock,1333435565292.0,Consumer Discretionary,Catalog/Specialty Distribution,United States
51780,NASDAQ_AMZN_2018.pdf,NASDAQ,AMZN,2018,Amazon.com Inc. Common Stock,1333435565292.0,Consumer Discretionary,Catalog/Specialty Distribution,United States
51836,NASDAQ_AMZN_2019.pdf,NASDAQ,AMZN,2019,Amazon.com Inc. Common Stock,1333435565292.0,Consumer Discretionary,Catalog/Specialty Distribution,United States
51855,NASDAQ_AMZN_2020.pdf,NASDAQ,AMZN,2020,Amazon.com Inc. Common Stock,1333435565292.0,Consumer Discretionary,Catalog/Specialty Distribution,United States
51873,NASDAQ_AMZN_2021.pdf,NASDAQ,AMZN,2021,Amazon.com Inc. Common Stock,1333435565292.0,Consumer Discretionary,Catalog/Specialty Distribution,United States
51930,NASDAQ_ANAB_2016.pdf,NASDAQ,ANAB,2016,AnaptysBio Inc. Common Stock,492397792.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
52039,NASDAQ_ANAB_2017.pdf,NASDAQ,ANAB,2017,AnaptysBio Inc. Common Stock,492397792.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
52165,NASDAQ_ANAB_2018.pdf,NASDAQ,ANAB,2018,AnaptysBio Inc. Common Stock,492397792.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
52265,NASDAQ_ANAB_2019.pdf,NASDAQ,ANAB,2019,AnaptysBio Inc. Common Stock,492397792.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
52365,NASDAQ_ANAB_2020.pdf,NASDAQ,ANAB,2020,AnaptysBio Inc. Common Stock,492397792.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
52478,NASDAQ_ANAT_2018.pdf,NASDAQ,ANAT,2018,American National Insurance,5101039616.0,NoInfo,NoInfo,United States
52483,NASDAQ_ANAT_2019.pdf,NASDAQ,ANAT,2019,American National Insurance,5101039616.0,NoInfo,NoInfo,United States
52486,NASDAQ_ANAT_2020.pdf,NASDAQ,ANAT,2020,American National Insurance,5101039616.0,NoInfo,NoInfo,United States
52579,NASDAQ_ANAT_2021.pdf,NASDAQ,ANAT,2021,American National Insurance,5101039616.0,NoInfo,NoInfo,United States
52674,NASDAQ_ANDE_2018.pdf,NASDAQ,ANDE,2018,Andersons Inc. (The) Common Stock,1629612920.0,Industrials,Farming/Seeds/Milling,United States
52677,NASDAQ_ANDE_2019.pdf,NASDAQ,ANDE,2019,Andersons Inc. (The) Common Stock,1629612920.0,Industrials,Farming/Seeds/Milling,United States
52760,NASDAQ_ANDE_2020.pdf,NASDAQ,ANDE,2020,Andersons Inc. (The) Common Stock,1629612920.0,Industrials,Farming/Seeds/Milling,United States
